"ikey";"Location";"Source";"Dating";"Language";"ID";"uncertain_dating";"DAT_min";"DAT_max"
"PH278271";"Nicaea";"IK Iznik 1300";NA;"Greek";"I_1541";FALSE;NA;NA
"PH278272";"Nicaea";"IK Iznik 1301";NA;"Greek";"I_1542";FALSE;NA;NA
"PH278273";"Nicaea";"IK Iznik 1302";NA;"Greek";"I_1543";FALSE;NA;NA
"PH278274";"Nicaea";"IK Iznik 1303";NA;"Greek";"I_1544";FALSE;NA;NA
"PH278275";"Nicaea";"IK Iznik 1304";NA;"Greek";"I_1545";FALSE;NA;NA
"PH278276";"Nicaea";"IK Iznik 1305";NA;"Greek";"I_1546";FALSE;NA;NA
"PH278277";"Nicaea";"IK Iznik 1306";NA;"Greek";"I_1547";FALSE;NA;NA
"PH278278";"Nicaea";"IK Iznik 1307";NA;"Greek";"I_1548";FALSE;NA;NA
"PH278279";"Nicaea";"IK Iznik 1308";NA;"Greek";"I_1549";FALSE;NA;NA
"PH278281";"Nicaea";"IK Iznik 1310";NA;"Greek";"I_1550";FALSE;NA;NA
"PH278282";"Nicaea";"IK Iznik 1311";NA;"Greek";"I_1551";FALSE;NA;NA
"PH278289";"Nicaea";"IK Iznik 1318";NA;"Greek";"I_1552";FALSE;NA;NA
"PH278290";"Nicaea";"IK Iznik 1319";NA;"Greek";"I_1553";FALSE;NA;NA
"PH278291";"Nicaea";"IK Iznik 1320";NA;"Greek";"I_1554";FALSE;NA;NA
"PH278298";"Nicaea";"IK Iznik 1327";NA;"Greek";"I_1555";FALSE;NA;NA
"PH278303";"Nicaea";"IK Iznik 1332";NA;"Greek";"I_1556";FALSE;NA;NA
"PH278304";"Nicaea";"IK Iznik 1333";NA;"Greek";"I_1557";FALSE;NA;NA
"PH278306";"Nicaea";"IK Iznik 1335";NA;"Greek";"I_1558";FALSE;NA;NA
"PH278308";"Nicaea";"IK Iznik 1337";NA;"Greek";"I_1559";FALSE;NA;NA
"PH278309";"Nicaea";"IK Iznik 1338";NA;"Greek";"I_1560";FALSE;NA;NA
"PH278310";"Nicaea";"IK Iznik 1339";NA;"Greek";"I_1561";FALSE;NA;NA
"PH278311";"Nicaea";"IK Iznik 1340";NA;"Greek";"I_1562";FALSE;NA;NA
"PH278312";"Nicaea";"IK Iznik 1341";NA;"Greek";"I_1563";FALSE;NA;NA
"PH278313";"Nicaea";"IK Iznik 1342";NA;"Greek";"I_1564";FALSE;NA;NA
"PH278314";"Nicaea";"IK Iznik 1343";NA;"Greek";"I_1565";FALSE;NA;NA
"PH278315";"Nicaea";"IK Iznik 1344";NA;"Greek";"I_1566";FALSE;NA;NA
"PH278316";"Nicaea";"IK Iznik 1345";NA;"Greek";"I_1567";FALSE;NA;NA
"PH278317";"Nicaea";"IK Iznik 1346";NA;"Greek";"I_1568";FALSE;NA;NA
"PH278318";"Nicaea";"IK Iznik 1347";NA;"Greek";"I_1569";FALSE;NA;NA
"PH278319";"Nicaea";"IK Iznik 1348";NA;"Greek";"I_1570";FALSE;NA;NA
"PH278320";"Nicaea";"IK Iznik 1349";NA;"Greek";"I_1571";FALSE;NA;NA
"PH278321";"Nicaea";"IK Iznik 1350";NA;"Greek";"I_1572";FALSE;NA;NA
"PH278322";"Nicaea";"IK Iznik 1351";NA;"Greek";"I_1573";FALSE;NA;NA
"PH278324";"Nicaea";"IK Iznik 1353";NA;"Greek";"I_1574";FALSE;NA;NA
"PH278325";"Nicaea";"IK Iznik 1354";NA;"Greek";"I_1575";FALSE;NA;NA
"PH278326";"Nicaea";"IK Iznik 1355";NA;"Greek";"I_1576";FALSE;NA;NA
"PH278327";"Nicaea";"IK Iznik 1356";NA;"Greek";"I_1577";FALSE;NA;NA
"PH278328";"Nicaea";"IK Iznik 1357";NA;"Greek";"I_1578";FALSE;NA;NA
"PH278329";"Nicaea";"IK Iznik 1358";NA;"Greek";"I_1579";FALSE;NA;NA
"PH278330";"Nicaea";"IK Iznik 1359";NA;"Greek";"I_1580";FALSE;NA;NA
"PH278331";"Nicaea";"IK Iznik 1360";NA;"Greek";"I_1581";FALSE;NA;NA
"PH278332";"Nicaea";"IK Iznik 1361";NA;"Greek";"I_1582";FALSE;NA;NA
"PH278333";"Nicaea";"IK Iznik 1362";NA;"Greek";"I_1583";FALSE;NA;NA
"PH278334";"Nicaea";"IK Iznik 1363";NA;"Greek";"I_1584";FALSE;NA;NA
"PH278337";"Nicaea";"IK Iznik 1366";NA;"Greek";"I_1585";FALSE;NA;NA
"PH278348";"Nicaea";"IK Iznik 1377";NA;"Greek";"I_1586";FALSE;NA;NA
"PH278359";"Nicaea";"IK Iznik 1388";NA;"Greek";"I_1587";FALSE;NA;NA
"PH278362";"Nicaea";"IK Iznik 1391";NA;"Greek";"I_1588";FALSE;NA;NA
"PH278369";"Nicaea";"IK Iznik 1398";NA;"Greek";"I_1589";FALSE;NA;NA
"PH278370";"Nicaea";"IK Iznik 1401";NA;"Greek";"I_1590";FALSE;NA;NA
"PH278372";"Nicaea";"IK Iznik 1403";NA;"Greek";"I_1591";FALSE;NA;NA
"PH278390";"Nicaea";"IK Iznik 1422";NA;"Greek";"I_1592";FALSE;NA;NA
"PH278396";"Nicaea";"IK Iznik 1428";NA;"Greek";"I_1593";FALSE;NA;NA
"PH278397";"Nicaea";"IK Iznik 1429";NA;"Greek";"I_1594";FALSE;NA;NA
"PH278398";"Nicaea";"IK Iznik 1430";NA;"Latin";"I_1595";FALSE;NA;NA
"PH278410";"Nicaea";"IK Iznik 1445";NA;"Greek";"I_1596";FALSE;NA;NA
"PH278416";"Nicaea";"IK Iznik 1451";NA;"Greek";"I_1597";FALSE;NA;NA
"PH278419";"Nicaea";"IK Iznik 1454";NA;"Greek";"I_1598";FALSE;NA;NA
"PH278421";"Nicaea";"IK Iznik 1456";NA;"Greek";"I_1599";FALSE;NA;NA
"PH278422";"Nicaea";"IK Iznik 1457";NA;"Greek";"I_1600";FALSE;NA;NA
"PH278436";"Nicaea";"IK Iznik 1471";NA;"Greek";"I_1601";FALSE;NA;NA
"PH278438";"Nicaea";"IK Iznik 1473";NA;"Greek";"I_1602";FALSE;NA;NA
"PH278439";"Nicaea";"IK Iznik 1474";NA;"Greek";"I_1603";FALSE;NA;NA
"PH278440";"Nicaea";"IK Iznik 1475";NA;"Greek";"I_1604";FALSE;NA;NA
"PH278441";"Nicaea";"IK Iznik 1476";NA;"Greek";"I_1605";FALSE;NA;NA
"PH278442";"Nicaea";"IK Iznik 1477";NA;"Greek";"I_1606";FALSE;NA;NA
"PH278443";"Nicaea";"IK Iznik 1478";NA;"Greek";"I_1607";FALSE;NA;NA
"PH278444";"Nicaea";"IK Iznik 1479";NA;"Greek";"I_1608";FALSE;NA;NA
"PH278445";"Nicaea";"IK Iznik 1480";NA;"Greek";"I_1609";FALSE;NA;NA
"PH278446";"Nicaea";"IK Iznik 1481";NA;"Greek";"I_1610";FALSE;NA;NA
"PH278452";"Nicaea";"IK Iznik 1487";NA;"Greek";"I_1611";FALSE;NA;NA
"PH278453";"Nicaea";"IK Iznik 1491";NA;"Greek";"I_1612";FALSE;NA;NA
"PH278455";"Nicaea";"IK Iznik 1493";NA;"Greek";"I_1613";FALSE;NA;NA
"PH278459";"Nicaea";"IK Iznik 1504";NA;"Greek";"I_1614";FALSE;NA;NA
"PH278468";"Nicaea";"IK Iznik 1513";NA;"Greek";"I_1615";FALSE;NA;NA
"PH278471";"Nicaea";"IK Iznik 1516";NA;"Greek";"I_1616";FALSE;NA;NA
"PH278474";"Nicaea";"IK Iznik 1579";NA;"Greek";"I_1617";FALSE;NA;NA
"PH278476";"Nicaea";"IK Iznik 1581";NA;"Greek";"I_1618";FALSE;NA;NA
"PH278477";"Nicaea";"IK Iznik 1582";NA;"Greek";"I_1619";FALSE;NA;NA
"PH278478";"Nicaea";"IK Iznik 1583";NA;"Greek";"I_1620";FALSE;NA;NA
"PH278480";"Nicaea";"IK Iznik 1585";NA;"Greek";"I_1621";FALSE;NA;NA
"PH278482";"Nicaea";"IK Iznik 1587";NA;"Greek";"I_1622";FALSE;NA;NA
"PH278069";"Nicaea";"IK Iznik 630";NA;"Greek";"I_1623";FALSE;NA;NA
"PH278070";"Nicaea";"IK Iznik 631";NA;"Greek";"I_1624";FALSE;NA;NA
"PH278071";"Nicaea";"IK Iznik 632";NA;"Greek";"I_1625";FALSE;NA;NA
"PH278075";"Nicaea";"IK Iznik 703";NA;"Greek";"I_1626";FALSE;NA;NA
NA;"Nicaea";"ILS 8867";NA;"Greek";"I_1627";FALSE;NA;NA
"PH279797";"Nicaea";"SEG 30: 1428";NA;"Greek";"I_1628";FALSE;NA;NA
"PH279800";"Nicaea";"SEG 30: 1431";NA;"Greek";"I_1629";FALSE;NA;NA
"PH279801";"Nicaea";"SEG 30: 1432";NA;"Greek";"I_1630";FALSE;NA;NA
"PH279802";"Nicaea";"SEG 30: 1433";NA;"Greek";"I_1631";FALSE;NA;NA
"PH279803";"Nicaea";"SEG 30: 1434";NA;"Greek";"I_1632";FALSE;NA;NA
"PH279815";"Nicaea";"SEG 33: 1081";NA;"Greek";"I_1633";FALSE;NA;NA
"PH279816";"Nicaea";"SEG 33: 1082";NA;"Greek";"I_1634";FALSE;NA;NA
"PH279834";"Nicaea";"SEG 36: 1148";NA;"Greek";"I_1635";FALSE;NA;NA
"PH279838";"Nicaea";"SEG 36: 1153";NA;"Greek";"I_1636";FALSE;NA;NA
"PH278980";"Nicaea";"TAM IV,1, 160; EpigrAnat 3, 106-107, 2";NA;"Greek";"I_1637";FALSE;NA;NA
"PH278878";"Nicaea";"TAM IV,1, 57; EpigrAnat 3, 106, 1";NA;"Greek";"I_1638";FALSE;NA;NA
"PH279787";"Nicaea";"SEG 29: 1276";"Late Hellenistic period";"Greek";"I_1639";FALSE;-150;-74
"PH279779";"Nicomedia";"SEG 27: 827";"Roman period";"Greek";"I_1640";FALSE;-74;395
NA;"Nicomedia";"SEG 56: 1399";"Roman Imperial period";"Greek";"I_1641";FALSE;-31;395
NA;"Nicomedia";"SEG 56: 1401";"Roman Imperial period";"Greek";"I_1642";FALSE;-31;395
NA;"Nicomedia";"SEG 56: 1402";"Roman Imperial period";"Greek";"I_1643";FALSE;-31;395
NA;"Nicomedia";"SEG 56: 1403";"Roman Imperial period";"Greek";"I_1644";FALSE;-31;395
NA;"Nicomedia";"SEG 55: 1366";"Roman Imperial period";"Greek";"I_1645";FALSE;-31;395
NA;"Nicomedia";"SEG 55: 1367";"Roman Imperial period";"Greek";"I_1646";FALSE;-31;395
NA;"Nicomedia";"SEG 55: 1368";"Roman Imperial period";"Greek";"I_1647";FALSE;-31;395
"PH279775";"Nicomedia";"SEG 26: 1347 [1]";"Roman Imp. period";"Greek";"I_1648";FALSE;-31;395
"PH279776";"Nicomedia";"SEG 26: 1347 [2]";"Roman Imp. period";"Greek";"I_1649";FALSE;-31;395
"PH279790";"Nicomedia";"SEG 29: 1347";"Roman Imp. period";"Greek";"I_1650";FALSE;-31;395
"PH279841";"Nicomedia";"SEG 36: 1156";"Roman Imp. period";"Greek";"I_1651";FALSE;-31;395
"PH278824";"Nicomedia";"TAM IV,1, 4";"Roman Imp. period";"Greek";"I_1652";FALSE;-31;395
NA;"Nicomedia";"AE 2006, 1396";"Roman Imp. period";"Greek";"I_1653";FALSE;-31;395
NA;"Nicomedia";"SEG 49: 1793";NA;"Greek";"I_1654";FALSE;NA;NA
NA;"Nicomedia";"SEG 49: 1795";NA;"Greek";"I_1655";FALSE;NA;NA
"PH279756";"Nicomedia";"CIG 3265";"end of the 2nd c. AD";"Greek";"I_1656";FALSE;180;199
"PH279763";"Nicomedia";"OstgrGR 635";"end of the 1st c. AD";"Greek";"I_1657";FALSE;80;99
"PH279935";"Nicomedia";"SEG 42: 1113";"Early Roman period";"Greek";"I_1658";FALSE;-74;-31
NA;"Nicomedia";"SEG 49: 1794";"early Byzantine period";"Greek";"I_1659";FALSE;395;565
NA;"Nicomedia";"SEG 56: 1406";"early 3rd century AD";"Greek";"I_1660";FALSE;200;220
NA;"Nicomedia";"SEG 56: 1407";"early 3rd century AD";"Greek";"I_1661";FALSE;200;220
"PH278845";"Nicomedia";"TAM IV,1, 25";"ca. 214 AD";"Greek";"I_1662";TRUE;204;224
"PH279936";"Nicomedia";"SEG 42: 1114";"ca. 200 AD";"Greek";"I_1663";FALSE;190;210
NA;"Nicomedia";"SEG 55: 1365bis";"after 212 AD";"Greek";"I_1664";FALSE;212;250
"PH278854";"Nicomedia";"TAM IV,1, 34";"after 138 AD";"Greek";"I_1665";FALSE;138;150
NA;"Nicomedia";"SEG 61: 1057";"AD 150 - 200";"Greek";"I_1666";FALSE;150;200
NA;"Nicomedia";"SEG 44: 1010";"AD 100 - 150";"Greek";"I_1667";FALSE;100;150
"PH278881";"Nicomedia";"TAM IV,1, 60";"98/99 AD";"Greek";"I_1668";FALSE;98;99
"PH278835";"Nicomedia";"TAM IV,1, 15";"93/94 AD";"Greek";"I_1669";FALSE;93;94
"PH278842";"Nicomedia";"TAM IV,1, 22";"69–79 AD";"Greek";"I_1670";FALSE;69;79
"PH279901";"Nicomedia";"SEG 37: 1073";"5th – 6th c. AD";"Greek";"I_1671";FALSE;400;599
"PH279906";"Nicomedia";"SEG 37: 1078";"5th – 6th c. AD";"Greek";"I_1672";FALSE;400;599
"PH279909";"Nicomedia";"SEG 37: 1081";"4th c. AD";"Greek/Latin";"I_1673";FALSE;300;399
"PH279189";"Nicomedia";"TAM IV,1, 367";"4th c. AD";"Greek/Latin";"I_1674";FALSE;300;399
NA;"Nicomedia";"SEG 61: 1058";"3rd/4th century AD (or later)";"Greek";"I_1675";FALSE;200;450
"PH278953";"Nicomedia";"TAM IV,1, 132";"3rd or 4th century AD";"Greek";"I_1676";FALSE;200;399
"PH279781";"Nicomedia";"SEG 28: 1037";"3rd c. AD or before";"Greek";"I_1677";FALSE;180;299
NA;"Nicomedia";"AE 1989, 672";"3rd c. AD";"Greek";"I_1678";FALSE;200;299
NA;"Nicomedia";"AE 2006, 1398";"3rd c. AD";"Greek";"I_1679";FALSE;200;299
"PH279810";"Nicomedia";"SEG 32: 1255";"3rd c. AD";"Greek";"I_1680";FALSE;200;299
"PH278840";"Nicomedia";"TAM IV,1, 20";"3rd c. AD";"Greek";"I_1681";FALSE;200;299
"PH279900";"Nicomedia";"SEG 37: 1072";"3rd – 4th c. AD";"Greek";"I_1682";FALSE;200;399
"HD049163";"Nicomedia";"AE 1998, 1285";"364–378 AD";"Latin";"I_1683";FALSE;364;378
"PH279009";"Nicomedia";"TAM IV,1, 189; SEG 45: 1690";"2nd/3rd century AD";"Greek";"I_1684";FALSE;100;299
NA;"Nicomedia";"SEG 56: 1400";"2nd century AD";"Greek";"I_1685";FALSE;100;199
NA;"Nicomedia";"SEG 56: 1404";"2nd century AD";"Greek";"I_1686";FALSE;100;199
NA;"Nicomedia";"SEG 56: 1405";"2nd century AD";"Greek";"I_1687";FALSE;100;199
"PH278944";"Nicomedia";"TAM IV,1, 123";"2nd c. BC";"Greek";"I_1688";FALSE;-199;-100
NA;"Nicomedia";"AE 1998, 1286";"2nd c. AD";"Greek";"I_1689";FALSE;100;199
NA;"Nicomedia";"AE 1998, 1286; AE 2002, 1351";"2nd c. AD";"Greek";"I_1690";FALSE;100;199
NA;"Nicomedia";"AE 2006, 1399";"2nd c. AD";"Greek";"I_1691";FALSE;100;199
"PH279789";"Nicomedia";"SEG 29: 1346";"2nd c. AD";"Greek";"I_1692";FALSE;100;199
"PH279796";"Nicomedia";"SEG 29: 1353";"2nd c. AD";"Greek";"I_1693";FALSE;100;199
"PH279804";"Nicomedia";"SEG 30: 1436";"2nd c. AD";"Greek";"I_1694";FALSE;100;199
NA;"Nicomedia";"AE 2006, 1397";"2nd – beg. of the 3rd c. AD";"Greek";"I_1695";FALSE;100;220
"PH279817";"Nicomedia";"SEG 33: 1084";"2nd – 3rd c. AD";"Greek";"I_1696";FALSE;100;299
"PH278851";"Nicomedia";"TAM IV,1, 31";"294–296 AD";"Latin";"I_1697";FALSE;294;296
"HD000916";"Nicomedia";"AE 1983, 905";"293–305 AD";"Latin";"I_1698";FALSE;293;305
"PH278850";"Nicomedia";"TAM IV,1, 30";"286–305 AD";"Latin";"I_1699";FALSE;286;305
"PH279075";"Nicomedia";"TAM IV,1, 255";"284–305 AD";"Greek";"I_1700";TRUE;284;305
"PH278848";"Nicomedia";"TAM IV,1, 28";"284–305 AD";"Latin";"I_1701";FALSE;284;305
"PH278849";"Nicomedia";"TAM IV,1, 29";"284–305 AD";"Latin";"I_1702";FALSE;284;305
"HD000901";"Nicomedia";"AE 1983, 904;                              EpigrAnat 1, 52, 7, Tab. 7, 7";"275/276 AD";"Latin";"I_1703";FALSE;275;276
"HD000904";"Nicomedia";"AE 1983, 903;                                EpigrAnat 1, 51–52, 6, Tab. 6, 6";"275/276 AD";"Greek/Latin";"I_1704";FALSE;275;276
"HD000910";"Nicomedia";"AE 1983, 902;                           EpigrAnat 1, 50–51, 5, Tab. 6, 5";"260 AD";"Greek/Latin";"I_1705";FALSE;260;260
"HD000814";"Nicomedia";"AE 1983, 901;                                EpigrAnat 1, 50, 4, Tab.5, 4";"253 AD";"Greek/Latin";"I_1706";FALSE;253;253
NA;"Nicomedia";"AE 1992, 1566";"253 AD";"Greek";"I_1707";FALSE;253;253
"PH278821";"Nicomedia";"TAM IV,1, 1";"246–242 BC";"Greek";"I_1708";FALSE;-246;-242
"PH279919";"Nicomedia";"SEG 39: 1342";"245/246 AD";"Greek";"I_1709";FALSE;245;246
NA;"Nicomedia";"AE 1992, 1565";"245/246 AD";"Greek";"I_1710";FALSE;245;246
"HD000913";"Nicomedia";"AE 1983, 900;                           EpigrAnat 1, 49–50, 3, Tab. 5, 3";"244–249 AD";"Greek/Latin";"I_1711";FALSE;244;249
"PH278834";"Nicomedia";"TAM IV,1, 14";"241 AD";"Latin";"I_1712";TRUE;241;241
"HD000886";"Nicomedia";"AE 1983, 898;                               EpigrAnat 1, 48–49, 1, Tab. 5, 1";"239–244 AD";"Greek/Latin";"I_1713";FALSE;239;244
"HD000907";"Nicomedia";"AE 1983, 899;                                  EpigrAnat 1, 49, 2, Tab. 5, 2";"238–244 AD";"Latin";"I_1714";FALSE;238;244
"PH278875";"Nicomedia";"TAM IV,1, 54";"218 AD";"Latin";"I_1715";TRUE;218;218
"PH278847";"Nicomedia";"TAM IV,1, 27";"208 AD";"Greek";"I_1716";FALSE;208;208
"PH278846";"Nicomedia";"TAM IV,1, 26";"206 AD";"Greek";"I_1717";FALSE;206;206
"PH278900";"Nicomedia";"TAM IV,1, 79";"206 AD";"Greek";"I_1718";FALSE;206;206
"PH278841";"Nicomedia";"TAM IV,1, 21";"2 BC or later";"Latin";"I_1719";FALSE;-2;20
"PH279762";"Nicomedia";"OstgrGR 548";"1st half of the 2nd c. AD";"Greek";"I_1720";TRUE;100;150
"PH279839";"Nicomedia";"SEG 36: 1154";"1st c. BC – 1st c. AD";"Greek";"I_1721";FALSE;-99;99
"PH279728";"Nicomedia";"AnthGr II 7: 627";"1st c. BC";"Greek";"I_1722";FALSE;-99;0
"PH279766";"Nicomedia";"OstgrGR 1941";"1st c. BC";"Greek";"I_1723";FALSE;-99;0
"PH279765";"Nicomedia";"OstgrGR 1689";"1st c. AD";"Greek";"I_1724";TRUE;0;99
"PH278833";"Nicomedia";"TAM IV,1, 13";"199 AD";"Latin";"I_1725";FALSE;199;199
"PH279788";"Nicomedia";"SEG 29: 1345";"196–211 AD";"Greek";"I_1726";FALSE;196;211
"PH278903";"Nicomedia";"TAM IV,1, 82";"156/157 AD";"Greek";"I_1727";FALSE;156;157
"PH278899";"Nicomedia";"TAM IV,1, 78";"155/156 AD";"Greek";"I_1728";TRUE;155;156
"PH278888";"Nicomedia";"TAM IV,1, 67";"155/156 AD";"Greek";"I_1729";FALSE;155;156
"PH278870";"Nicomedia";"TAM IV,1, 49";"150 AD";"Greek";"I_1730";FALSE;150;150
"PH278871";"Nicomedia";"TAM IV,1, 50";"150 AD";"Greek";"I_1731";FALSE;150;150
"PH279840";"Nicomedia";"SEG 36: 1155";"147 AD";"Greek";"I_1732";FALSE;147;147
"PH278884";"Nicomedia";"TAM IV,1, 63";"145/146 AD";"Greek";"I_1733";FALSE;145;146
"PH278838";"Nicomedia";"TAM IV,1, 18";"134/135 AD";"Greek";"I_1734";FALSE;134;135
"PH278844";"Nicomedia";"TAM IV,1, 24";"128–138 AD";"Greek";"I_1735";FALSE;128;138
"PH278825";"Nicomedia";"TAM IV,1, 5";"128–138 AD";"Greek";"I_1736";FALSE;128;138
"PH278837";"Nicomedia";"TAM IV,1, 17";"128/129–130/131 &   184/185 AD";"Greek";"I_1737";FALSE;128;185
"PH278843";"Nicomedia";"TAM IV,1, 23";"125/126 AD";"Greek";"I_1738";FALSE;125;126
"PH278836";"Nicomedia";"TAM IV,1, 16";"122/123–126/127 AD";"Greek";"I_1739";FALSE;122;127
"PH278910";"Nicomedia";"TAM IV,1, 89";"120/121 AD";"Greek";"I_1740";FALSE;120;121
"PH278880";"Nicomedia";"TAM IV,1, 59";"119 AD";"Greek";"I_1741";FALSE;119;119
"PH278908";"Nicomedia";"TAM IV,1, 87";"117–138 AD";"Greek";"I_1742";TRUE;117;138
"PH278830";"Nicomedia";"TAM IV,1, 10";"117–138 AD";"Latin";"I_1743";FALSE;117;138
"PH278894";"Nicomedia";"TAM IV,1, 73";"117–138 AD";"Greek";"I_1744";FALSE;117;138
"PH278919";"Nicomedia";"TAM IV,1, 98";"117–138 AD";"Greek";"I_1745";FALSE;117;138
"PH278831";"Nicomedia";"TAM IV,1, 11";"116 AD";"Latin";"I_1746";FALSE;116;116
"PH278832";"Nicomedia";"TAM IV,1, 12";"116 AD";"Latin";"I_1747";FALSE;116;116
NA;"Nicomedia";"AE 2006, 1382";"0–161 AD";"Greek";"I_1748";FALSE;0;161
NA;"Nicomedia";"AE 2006, 1383";"0–161 AD";"Greek";"I_1749";FALSE;0;161
"HD019646";"Nicomedia";"AE 1947, 186; TAM IV,1, 28";NA;"Latin";"I_1750";FALSE;NA;NA
"HD020806";"Nicomedia";"AE 1977, 791";NA;"Latin";"I_1751";FALSE;NA;NA
"HD020809";"Nicomedia";"AE 1977, 792";NA;"Latin";"I_1752";FALSE;NA;NA
NA;"Nicomedia";"AE 1989, 673";NA;"Greek";"I_1753";FALSE;NA;NA
"PH279761";"Nicomedia";"IstForsch 14, 116, 141";NA;"Greek";"I_1754";FALSE;NA;NA
"PH279782";"Nicomedia";"SEG 28: 1040";NA;"Greek";"I_1755";FALSE;NA;NA
"PH279783";"Nicomedia";"SEG 28: 1041";NA;"Greek";"I_1756";FALSE;NA;NA
"PH279784";"Nicomedia";"SEG 28: 1042";NA;"Greek";"I_1757";FALSE;NA;NA
"HD036197";"Nicomedia";"SEG 29: 1348";NA;"Greek/Latin";"I_1758";FALSE;NA;NA
"PH279791";"Nicomedia";"SEG 29: 1348";NA;"Greek/Latin";"I_1759";FALSE;NA;NA
"PH279792";"Nicomedia";"SEG 29: 1349";NA;"Greek";"I_1760";FALSE;NA;NA
"PH279793";"Nicomedia";"SEG 29: 1350";NA;"Greek";"I_1761";FALSE;NA;NA
"PH279794";"Nicomedia";"SEG 29:1351";NA;"Greek";"I_1762";FALSE;NA;NA
"PH279795";"Nicomedia";"SEG 29: 1352";NA;"Greek";"I_1763";FALSE;NA;NA
"PH279805";"Nicomedia";"SEG 30: 1437";NA;"Greek";"I_1764";FALSE;NA;NA
"PH279806";"Nicomedia";"SEG 30: 1446";NA;"Greek";"I_1765";FALSE;NA;NA
"PH279807";"Nicomedia";"SEG 30: 1447";NA;"Greek";"I_1766";FALSE;NA;NA
"PH279811";"Nicomedia";"SEG 32: 1256";NA;"Greek";"I_1767";FALSE;NA;NA
"PH279812";"Nicomedia";"SEG 32: 1257";NA;"Greek";"I_1768";FALSE;NA;NA
"PH279813";"Nicomedia";"SEG 32: 1258";NA;"Greek";"I_1769";FALSE;NA;NA
"PH279822";"Nicomedia";"SEG 34: 1266";NA;"Greek";"I_1770";FALSE;NA;NA
"PH279825";"Nicomedia";"SEG 35: 1304";NA;"Greek";"I_1771";FALSE;NA;NA
"PH279902";"Nicomedia";"SEG 37: 1074";NA;"Greek";"I_1772";FALSE;NA;NA
"PH279903";"Nicomedia";"SEG 37: 1075";NA;"Greek";"I_1773";FALSE;NA;NA
"PH279904";"Nicomedia";"SEG 37: 1076";NA;"Greek";"I_1774";FALSE;NA;NA
"PH279905";"Nicomedia";"SEG 37: 1077";NA;"Greek";"I_1775";FALSE;NA;NA
"PH279907";"Nicomedia";"SEG 37: 1079";NA;"Greek";"I_1776";FALSE;NA;NA
"PH279908";"Nicomedia";"SEG 37: 1080";NA;"Greek";"I_1777";FALSE;NA;NA
"PH279915";"Nicomedia";"SEG 38: 1276";NA;"Greek";"I_1778";FALSE;NA;NA
"PH279920";"Nicomedia";"SEG 40: 1145";NA;"Greek";"I_1779";FALSE;NA;NA
"PH279771";"Nicomedia";"TravMem 10, 432, 53";NA;"Greek";"I_1780";FALSE;NA;NA
"PH278921";"Nicomedia";"TAM IV,1, 100";NA;"Greek";"I_1781";FALSE;NA;NA
"PH278922";"Nicomedia";"TAM IV,1, 101";NA;"Greek";"I_1782";FALSE;NA;NA
"PH278923";"Nicomedia";"TAM IV,1, 102";NA;"Greek";"I_1783";FALSE;NA;NA
"PH278924";"Nicomedia";"TAM IV,1, 103";NA;"Greek";"I_1784";FALSE;NA;NA
"PH278925";"Nicomedia";"TAM IV,1, 104";NA;"Greek";"I_1785";FALSE;NA;NA
"PH278926";"Nicomedia";"TAM IV,1, 105";NA;"Greek";"I_1786";FALSE;NA;NA
"PH278927";"Nicomedia";"TAM IV,1, 106";NA;"Greek";"I_1787";FALSE;NA;NA
"PH278928";"Nicomedia";"TAM IV,1, 107";NA;"Greek";"I_1788";FALSE;NA;NA
"PH278929";"Nicomedia";"TAM IV,1, 108";NA;"Greek";"I_1789";FALSE;NA;NA
"PH278930";"Nicomedia";"TAM IV,1, 109";NA;"Greek";"I_1790";FALSE;NA;NA
"PH278931";"Nicomedia";"TAM IV,1, 110";NA;"Greek";"I_1791";FALSE;NA;NA
"PH278932";"Nicomedia";"TAM IV,1, 111";NA;"Greek";"I_1792";FALSE;NA;NA
"PH278933";"Nicomedia";"TAM IV,1, 112";NA;"Greek";"I_1793";FALSE;NA;NA
"PH278934";"Nicomedia";"TAM IV,1, 113";NA;"Greek";"I_1794";FALSE;NA;NA
"PH278935";"Nicomedia";"TAM IV,1, 114";NA;"Greek";"I_1795";FALSE;NA;NA
"PH278936";"Nicomedia";"TAM IV,1, 115";NA;"Greek";"I_1796";FALSE;NA;NA
"PH278937";"Nicomedia";"TAM IV,1, 116";NA;"Greek";"I_1797";FALSE;NA;NA
"PH278938";"Nicomedia";"TAM IV,1, 117";NA;"Greek";"I_1798";FALSE;NA;NA
"PH278939";"Nicomedia";"TAM IV,1, 118";NA;"Latin";"I_1799";FALSE;NA;NA
"PH278940";"Nicomedia";"TAM IV,1, 119";NA;"Greek";"I_1800";FALSE;NA;NA
"PH278941";"Nicomedia";"TAM IV,1, 120";NA;"Greek";"I_1801";FALSE;NA;NA
"PH278942";"Nicomedia";"TAM IV,1, 121";NA;"Greek";"I_1802";FALSE;NA;NA
"PH278943";"Nicomedia";"TAM IV,1, 122";NA;"Greek";"I_1803";FALSE;NA;NA
"PH278945";"Nicomedia";"TAM IV,1, 124";NA;"Greek";"I_1804";FALSE;NA;NA
"PH278946";"Nicomedia";"TAM IV,1, 125";NA;"Greek";"I_1805";FALSE;NA;NA
"PH278947";"Nicomedia";"TAM IV,1, 126";NA;"Greek";"I_1806";FALSE;NA;NA
