"","ikey","Location","Source","Chronological.Frame","Language"
"1829","PH278971","Nicomedia","TAM IV,1, 150","---","Greek"
"1830","PH278972","Nicomedia","TAM IV,1, 151","---","Greek"
"1831","PH278973","Nicomedia","TAM IV,1, 152","---","Latin"
"1832","PH278974","Nicomedia","TAM IV,1, 153","---","Latin"
"1833","PH278975","Nicomedia","TAM IV,1, 154","---","Greek"
"1834","PH278976","Nicomedia","TAM IV,1, 155","---","Greek"
"1835","PH278977","Nicomedia","TAM IV,1, 156","---","Greek"
"1836","PH278978","Nicomedia","TAM IV,1, 158","---","Greek"
"1837","PH278979","Nicomedia","TAM IV,1, 159","---","Greek"
"1838","PH278981","Nicomedia","TAM IV,1, 161","---","Greek"
"1839","PH278982","Nicomedia","TAM IV,1, 162","---","Greek"
"1840","PH278983","Nicomedia","TAM IV,1, 163","---","Greek"
"1841","PH278984","Nicomedia","TAM IV,1, 164","---","Greek"
"1842","PH278985","Nicomedia","TAM IV,1, 165","---","Greek"
"1843","PH278986","Nicomedia","TAM IV,1, 166","---","Greek"
"1844","PH278987","Nicomedia","TAM IV,1, 167","---","Greek"
"1845","PH278988","Nicomedia","TAM IV,1, 168","---","Greek"
"1846","PH278989","Nicomedia","TAM IV,1, 169","---","Greek"
"1847","PH278990","Nicomedia","TAM IV,1, 170","---","Greek"
"1848","PH278991","Nicomedia","TAM IV,1, 171","---","Greek"
"1849","PH278992","Nicomedia","TAM IV,1, 172","---","Greek"
"1850","PH278993","Nicomedia","TAM IV,1, 173","---","Greek"
"1851","PH278994","Nicomedia","TAM IV,1, 174","---","Greek"
"1852","PH278995","Nicomedia","TAM IV,1, 175","---","Greek"
"1853","PH278996","Nicomedia","TAM IV,1, 176","---","Greek"
"1854","PH278997","Nicomedia","TAM IV,1, 177","---","Greek"
"1855","2PH78998","Nicomedia","TAM IV,1, 178","---","Greek"
"1856","PH278999","Nicomedia","TAM IV,1, 179","---","Greek"
"1857","PH279000","Nicomedia","TAM IV,1, 180","---","Greek"
"1858","PH279001","Nicomedia","TAM IV,1, 181","---","Greek"
"1859","PH279002","Nicomedia","TAM IV,1, 182","---","Greek"
"1860","PH279003","Nicomedia","TAM IV,1, 183","---","Greek"
"1861","PH279004","Nicomedia","TAM IV,1, 184","---","Greek"
"1862","PH279005","Nicomedia","TAM IV,1, 185","---","Greek"
"1863","PH279006","Nicomedia","TAM IV,1, 186","---","Greek"
"1864","PH279007","Nicomedia","TAM IV,1, 187","---","Greek"
"1865","PH279008","Nicomedia","TAM IV,1, 188","---","Greek"
"1866","PH279010","Nicomedia","TAM IV,1, 189a","---","Greek"
"1867","PH278839","Nicomedia","TAM IV,1, 19","---","Greek"
"1868","PH279011","Nicomedia","TAM IV,1, 190","---","Greek"
"1869","PH279012","Nicomedia","TAM IV,1, 191","---","Greek"
"1870","PH279013","Nicomedia","TAM IV,1, 192","---","Greek"
"1871","PH279014","Nicomedia","TAM IV,1, 193","---","Greek"
"1872","PH279015","Nicomedia","TAM IV,1, 194","---","Greek"
"1873","PH279016","Nicomedia","TAM IV,1, 195","---","Greek"
"1874","PH279017","Nicomedia","TAM IV,1, 196","---","Greek"
"1875","PH279018","Nicomedia","TAM IV,1, 197","---","Greek"
"1876","PH279019","Nicomedia","TAM IV,1, 198","---","Greek"
"1877","PH279020","Nicomedia","TAM IV,1, 199","---","Latin"
"1878","PH278822","Nicomedia","TAM IV,1, 2","---","Greek"
"1879","PH279021","Nicomedia","TAM IV,1, 200","---","Greek"
"1880","PH279022","Nicomedia","TAM IV,1, 201","---","Greek"
"1881","PH279023","Nicomedia","TAM IV,1, 202","---","Greek"
"1882","PH279024","Nicomedia","TAM IV,1, 203","---","Greek"
"1883","PH279025","Nicomedia","TAM IV,1, 204","---","Greek"
"1884","PH279026","Nicomedia","TAM IV,1, 205","---","Greek"
"1885","PH279027","Nicomedia","TAM IV,1, 206","---","Greek"
"1886","PH279028","Nicomedia","TAM IV,1, 207","---","Greek"
"1887","PH279029","Nicomedia","TAM IV,1, 208","---","Greek"
"1888","PH279030","Nicomedia","TAM IV,1, 209","---","Greek"
"1889","PH279031","Nicomedia","TAM IV,1, 210","---","Greek"
"1890","PH279032","Nicomedia","TAM IV,1, 211","---","Greek"
"1891","PH279033","Nicomedia","TAM IV,1, 212","---","Greek"
"1892","PH279034","Nicomedia","TAM IV,1, 213","---","Greek"
"1893","PH279035","Nicomedia","TAM IV,1, 214","---","Greek"
"1894","PH279036","Nicomedia","TAM IV,1, 215","---","Greek"
"1895","PH279037","Nicomedia","TAM IV,1, 216","---","Greek"
"1896","PH279038","Nicomedia","TAM IV,1, 217","---","Greek"
"1897","PH279039","Nicomedia","TAM IV,1, 218","---","Greek"
"1898","PH279040","Nicomedia","TAM IV,1, 219","---","Greek"
"1899","PH279041","Nicomedia","TAM IV,1, 220","---","Greek"
"1900","PH279042","Nicomedia","TAM IV,1, 221","---","Greek"
"1901","PH279043","Nicomedia","TAM IV,1, 222","---","Greek"
"1902","PH279044","Nicomedia","TAM IV,1, 223","---","Greek"
"1903","PH279045","Nicomedia","TAM IV,1, 224","---","Greek"
"1904","PH279046","Nicomedia","TAM IV,1, 225","---","Greek"
"1905","PH279047","Nicomedia","TAM IV,1, 226","---","Greek"
"1906","PH279048","Nicomedia","TAM IV,1, 227","---","Greek"
"1907","PH279049","Nicomedia","TAM IV,1, 229","---","Greek"
"1908","PH279050","Nicomedia","TAM IV,1, 230","---","Greek"
"1909","PH279051","Nicomedia","TAM IV,1, 231","---","Greek"
"1910","PH279052","Nicomedia","TAM IV,1, 232","---","Greek"
"1911","PH279053","Nicomedia","TAM IV,1, 233","---","Greek"
"1912","PH279054","Nicomedia","TAM IV,1, 234","---","Greek"
"1913","PH279055","Nicomedia","TAM IV,1, 235","---","Greek"
"1914","PH279056","Nicomedia","TAM IV,1, 236","---","Greek"
"1915","PH279057","Nicomedia","TAM IV,1, 237","---","Greek"
"1916","PH279058","Nicomedia","TAM IV,1, 238","---","Greek"
"1917","PH279059","Nicomedia","TAM IV,1, 239","---","Greek"
"1918","PH279060","Nicomedia","TAM IV,1, 240","---","Greek"
"1919","PH279061","Nicomedia","TAM IV,1, 241","---","Greek"
"1920","PH279062","Nicomedia","TAM IV,1, 242","---","Greek"
"1921","PH279063","Nicomedia","TAM IV,1, 243","---","Greek"
"1922","PH279064","Nicomedia","TAM IV,1, 244","---","Greek"
"1923","PH279065","Nicomedia","TAM IV,1, 245","---","Greek"
"1924","PH279066","Nicomedia","TAM IV,1, 246","---","Greek"
"1925","PH279067","Nicomedia","TAM IV,1, 247","---","Greek"
"1926","PH279068","Nicomedia","TAM IV,1, 248","---","Greek"
"1927","PH279069","Nicomedia","TAM IV,1, 249","---","Greek"
"1928","PH279070","Nicomedia","TAM IV,1, 250","---","Greek"
"1929","PH279071","Nicomedia","TAM IV,1, 251","---","Greek"
"1930","PH279072","Nicomedia","TAM IV,1, 252","---","Greek"
"1931","PH279073","Nicomedia","TAM IV,1, 253","---","Greek"
"1932","PH279074","Nicomedia","TAM IV,1, 254","---","Greek"
"1933","PH279076","Nicomedia","TAM IV,1, 256","---","Greek"
"1934","PH279077","Nicomedia","TAM IV,1, 257","---","Greek"
"1935","PH279078","Nicomedia","TAM IV,1, 258","---","Greek"
"1936","PH279079","Nicomedia","TAM IV,1, 259","---","Greek"
"1937","PH279080","Nicomedia","TAM IV,1, 260","---","Greek"
"1938","PH279081","Nicomedia","TAM IV,1, 261","---","Greek"
"1939","PH279082","Nicomedia","TAM IV,1, 262","---","Greek"
"1940","PH279083","Nicomedia","TAM IV,1, 263","---","Greek"
"1941","PH279084","Nicomedia","TAM IV,1, 264","---","Greek"
"1942","PH279085","Nicomedia","TAM IV,1, 265","---","Greek"
"1943","PH279086","Nicomedia","TAM IV,1, 266","---","Greek"
"1944","PH279087","Nicomedia","TAM IV,1, 267","---","Greek"
"1945","PH279088","Nicomedia","TAM IV,1, 268","---","Greek"
"1946","PH279089","Nicomedia","TAM IV,1, 269","---","Greek"
"1947","PH279090","Nicomedia","TAM IV,1, 270","---","Greek"
"1948","PH279091","Nicomedia","TAM IV,1, 271","---","Greek"
"1949","PH279092","Nicomedia","TAM IV,1, 272","---","Greek"
"1950","PH279093","Nicomedia","TAM IV,1, 273","---","Greek"
"1951","PH279094","Nicomedia","TAM IV,1, 274","---","Greek"
"1952","PH279095","Nicomedia","TAM IV,1, 275","---","Latin"
"1953","PH279096","Nicomedia","TAM IV,1, 276","---","Greek"
"1954","PH279097","Nicomedia","TAM IV,1, 277","---","Greek"
"1955","PH279098","Nicomedia","TAM IV,1, 278","---","Greek"
"1956","PH279099","Nicomedia","TAM IV,1, 279","---","Greek"
"1957","PH279100","Nicomedia","TAM IV,1, 280","---","Greek"
"1958","PH279101","Nicomedia","TAM IV,1, 281","---","Greek"
"1959","PH279102","Nicomedia","TAM IV,1, 282","---","Greek"
"1960","PH279103","Nicomedia","TAM IV,1, 283","---","Greek"
"1961","PH279104","Nicomedia","TAM IV,1, 284","---","Greek"
"1962","PH279105","Nicomedia","TAM IV,1, 285","---","Greek"
"1963","PH279106","Nicomedia","TAM IV,1, 286","---","Greek"
"1964","PH279107","Nicomedia","TAM IV,1, 287","---","Greek"
"1965","PH279108","Nicomedia","TAM IV,1, 288","---","Greek"
"1966","PH279109","Nicomedia","TAM IV,1, 289","---","Greek"
"1967","PH279110","Nicomedia","TAM IV,1, 290","---","Greek"
"1968","PH279111","Nicomedia","TAM IV,1, 291","---","Greek"
"1969","PH279112","Nicomedia","TAM IV,1, 292","---","Greek"
"1970","PH279113","Nicomedia","TAM IV,1, 293","---","Greek"
"1971","PH279114","Nicomedia","TAM IV,1, 294","---","Greek"
"1972","PH279115","Nicomedia","TAM IV,1, 295","---","Greek"
"1973","PH279116","Nicomedia","TAM IV,1, 296","---","Greek"
"1974","PH279117","Nicomedia","TAM IV,1, 297","---","Greek"
"1975","PH279118","Nicomedia","TAM IV,1, 298","---","Greek"
"1976","PH279119","Nicomedia","TAM IV,1, 299","---","Greek"
"1977","PH278823","Nicomedia","TAM IV,1, 3","---","Greek"
"1978","PH279120","Nicomedia","TAM IV,1, 300","---","Greek"
"1979","PH279121","Nicomedia","TAM IV,1, 301","---","Greek"
"1980","PH279122","Nicomedia","TAM IV,1, 302","---","Greek"
"1981","PH279123","Nicomedia","TAM IV,1, 303","---","Greek"
"1982","PH279124","Nicomedia","TAM IV,1, 304","---","Greek"
"1983","PH279125","Nicomedia","TAM IV,1, 305","---","Greek"
"1984","PH279126","Nicomedia","TAM IV,1, 306","---","Greek"
"1985","PH279127","Nicomedia","TAM IV,1, 307","---","Greek"
"1986","PH279128","Nicomedia","TAM IV,1, 308","---","Greek"
"1987","PH279129","Nicomedia","TAM IV,1, 309","---","Greek"
"1988","PH279130","Nicomedia","TAM IV,1, 310","---","Greek"
"1989","PH279131","Nicomedia","TAM IV,1, 311","---","Greek"
"1990","PH279132","Nicomedia","TAM IV,1, 312","---","Greek"
"1991","PH279133","Nicomedia","TAM IV,1, 313","---","Greek"
"1992","PH279134","Nicomedia","TAM IV,1, 314","---","Greek"
"1993","PH279135","Nicomedia","TAM IV,1, 315","---","Greek"
"1994","PH279136","Nicomedia","TAM IV,1, 316","---","Greek"
"1995","PH279137","Nicomedia","TAM IV,1, 317","---","Greek"
"1996","PH279138","Nicomedia","TAM IV,1, 318","---","Greek"
"1997","PH279139","Nicomedia","TAM IV,1, 319","---","Greek"
"1998","PH278852","Nicomedia","TAM IV,1, 32","---","Greek"
"1999","PH279140","Nicomedia","TAM IV,1, 320","---","Greek"
"2000","PH279141","Nicomedia","TAM IV,1, 321","---","Greek"
"2001","PH279142","Nicomedia","TAM IV,1, 322","---","Greek"
"2002","PH279143","Nicomedia","TAM IV,1, 322 [1]","---","Greek"
"2003","PH279144","Nicomedia","TAM IV,1, 322 [2]","---","Greek"
"2004","PH279145","Nicomedia","TAM IV,1, 323","---","Greek"
"2005","PH279146","Nicomedia","TAM IV,1, 324","---","Greek"
"2006","PH279147","Nicomedia","TAM IV,1, 325","---","Greek"
"2007","PH279148","Nicomedia","TAM IV,1, 326","---","Greek"
"2008","PH279149","Nicomedia","TAM IV,1, 327","---","Greek"
"2009","PH279150","Nicomedia","TAM IV,1, 328","---","Greek"
"2010","PH279151","Nicomedia","TAM IV,1, 329","---","Greek"
"2011","PH278853","Nicomedia","TAM IV,1, 33","---","Greek"
"2012","PH279152","Nicomedia","TAM IV,1, 330","---","Greek"
"2013","PH279153","Nicomedia","TAM IV,1, 331","---","Greek"
"2014","PH279154","Nicomedia","TAM IV,1, 332","---","Greek"
"2015","PH279155","Nicomedia","TAM IV,1, 333","---","Greek"
"2016","PH279156","Nicomedia","TAM IV,1, 334","---","Greek"
"2017","PH279157","Nicomedia","TAM IV,1, 335","---","Greek"
"2018","PH279158","Nicomedia","TAM IV,1, 336","---","Greek"
"2019","PH279159","Nicomedia","TAM IV,1, 337","---","Greek"
"2020","PH279160","Nicomedia","TAM IV,1, 338","---","Greek"
"2021","PH279161","Nicomedia","TAM IV,1, 339","---","Greek"
"2022","PH279162","Nicomedia","TAM IV,1, 340","---","Greek"
"2023","PH279163","Nicomedia","TAM IV,1, 341","---","Greek"
"2024","PH279164","Nicomedia","TAM IV,1, 342","---","Latin"
"2025","PH279165","Nicomedia","TAM IV,1, 343","---","Greek"
"2026","PH279166","Nicomedia","TAM IV,1, 344","---","Greek"
"2027","PH279167","Nicomedia","TAM IV,1, 345","---","Greek"
"2028","PH279168","Nicomedia","TAM IV,1, 346","---","Greek"
"2029","PH279169","Nicomedia","TAM IV,1, 347","---","Greek"
"2030","PH279170","Nicomedia","TAM IV,1, 348","---","Greek"
"2031","PH279171","Nicomedia","TAM IV,1, 349","---","Greek"
"2032","PH278855","Nicomedia","TAM IV,1, 35","---","Greek"
"2033","PH279172","Nicomedia","TAM IV,1, 350","---","Greek"
"2034","PH279173","Nicomedia","TAM IV,1, 351","---","Greek"
"2035","PH279174","Nicomedia","TAM IV,1, 352","---","Greek"
"2036","PH279175","Nicomedia","TAM IV,1, 353","---","Greek"
"2037","PH279176","Nicomedia","TAM IV,1, 354","---","Greek"
"2038","PH279177","Nicomedia","TAM IV,1, 355","---","Greek"
"2039","PH279178","Nicomedia","TAM IV,1, 356","---","Greek"
"2040","PH279179","Nicomedia","TAM IV,1, 357","---","Greek"
"2041","PH279180","Nicomedia","TAM IV,1, 358","---","Greek"
"2042","PH279181","Nicomedia","TAM IV,1, 359","---","Greek"
"2043","PH278856","Nicomedia","TAM IV,1, 36","---","Greek"
"2044","PH279182","Nicomedia","TAM IV,1, 360","---","Greek"
"2045","PH279183","Nicomedia","TAM IV,1, 361","---","Greek"
"2046","PH279184","Nicomedia","TAM IV,1, 362","---","Greek"
"2047","v279185","Nicomedia","TAM IV,1, 363","---","Greek"
"2048","PH279186","Nicomedia","TAM IV,1, 364","---","Greek"
"2049","PH279187","Nicomedia","TAM IV,1, 365","---","Greek"
"2050","PH279188","Nicomedia","TAM IV,1, 366","---","Greek"
"2051","PH279190","Nicomedia","TAM IV,1, 368","---","Greek"
"2052","PH279191","Nicomedia","TAM IV,1, 369","---","Greek"
"2053","PH278857","Nicomedia","TAM IV,1, 37","---","Greek"
"2054","PH279192","Nicomedia","TAM IV,1, 370","---","Greek"
"2055","PH279193","Nicomedia","TAM IV,1, 371","---","Greek"
"2056","PH279194","Nicomedia","TAM IV,1, 372","---","Greek"
"2057","PH279195","Nicomedia","TAM IV,1, 372a","---","Greek"
"2058","PH279196","Nicomedia","TAM IV,1, 373","---","Greek"
"2059","PH279197","Nicomedia","TAM IV,1, 374","---","Greek"
"2060","PH279198","Nicomedia","TAM IV,1, 375","---","Greek"
"2061","PH279199","Nicomedia","TAM IV,1, 376","---","Greek"
"2062","PH279200","Nicomedia","TAM IV,1, 377","---","Greek"
"2063","PH279201","Nicomedia","TAM IV,1, 378","---","Greek"
"2064","PH279202","Nicomedia","TAM IV,1, 379","---","Greek"
"2065","PH278858","Nicomedia","TAM IV,1, 38","---","Greek"
"2066","PH279203","Nicomedia","TAM IV,1, 380","---","Greek"
"2067","PH279204","Nicomedia","TAM IV,1, 381","---","Greek"
"2068","PH279205","Nicomedia","TAM IV,1, 382","---","Greek"
"2069","PH279206","Nicomedia","TAM IV,1, 383","---","Greek"
"2070","PH279207","Nicomedia","TAM IV,1, 384","---","Greek"
"2071","PH279208","Nicomedia","TAM IV,1, 385","---","Greek"
"2072","PH279209","Nicomedia","TAM IV,1, 386","---","Greek"
"2073","PH279210","Nicomedia","TAM IV,1, 387","---","Greek"
"2074","PH279211","Nicomedia","TAM IV,1, 388","---","Greek"
"2075","PH279212","Nicomedia","TAM IV,1, 389","---","Greek"
"2076","PH278859","Nicomedia","TAM IV,1, 39","---","Greek"
"2077","PH279213","Nicomedia","TAM IV,1, 390","---","Greek"
"2078","PH279214","Nicomedia","TAM IV,1, 391","---","Greek"
"2079","PH279215","Nicomedia","TAM IV,1, 392","---","Greek"
"2080","PH279216","Nicomedia","TAM IV,1, 393","---","Latin"
"2081","PH279217","Nicomedia","TAM IV,1, 394","---","Greek"
"2082","PH279218","Nicomedia","TAM IV,1, 395","---","Greek"
"2083","PH279219","Nicomedia","TAM IV,1, 396","---","Greek"
"2084","PH279220","Nicomedia","TAM IV,1, 397","---","Greek"
"2085","PH279221","Nicomedia","TAM IV,1, 398","---","Greek"
"2086","PH279222","Nicomedia","TAM IV,1, 399","---","Greek"
"2087","PH278860","Nicomedia","TAM IV,1, 40","---","Greek"
"2088","PH279223","Nicomedia","TAM IV,1, 400","---","Greek"
"2089","PH279224","Nicomedia","TAM IV,1, 401","---","Greek"
"2090","PH279225","Nicomedia","TAM IV,1, 402","---","Greek"
"2091","PH279226","Nicomedia","TAM IV,1, 403","---","Latin"
"2092","PH278861","Nicomedia","TAM IV,1, 41, A","---","Greek"
"2093","PH278862","Nicomedia","TAM IV,1, 41, B","---","Greek"
"2094","PH278863","Nicomedia","TAM IV,1, 42","---","Greek"
"2095","PH278864","Nicomedia","TAM IV,1, 43","---","Greek"
"2096","PH278865","Nicomedia","TAM IV,1, 44","---","Greek"
"2097","PH278866","Nicomedia","TAM IV,1, 45","---","Greek"
"2098","PH278867","Nicomedia","TAM IV,1, 46","---","Greek"
"2099","PH278868","Nicomedia","TAM IV,1, 47","---","Greek"
"2100","PH278869","Nicomedia","TAM IV,1, 48","---","Greek"
"2101","PH278872","Nicomedia","TAM IV,1, 51","---","Greek"
"2102","PH278873","Nicomedia","TAM IV,1, 52","---","Greek"
"2103","PH278874","Nicomedia","TAM IV,1, 53","---","Greek"
"2104","PH278876","Nicomedia","TAM IV,1, 55","---","Greek"
"2105","PH278877","Nicomedia","TAM IV,1, 56","---","Greek"
"2106","PH278879","Nicomedia","TAM IV,1, 58","---","Greek"
"2107","PH278826","Nicomedia","TAM IV,1, 6","---","Greek"
"2108","PH278882","Nicomedia","TAM IV,1, 61","---","Greek"
"2109","PH278883","Nicomedia","TAM IV,1, 62","---","Greek"
"2110","PH278885","Nicomedia","TAM IV,1, 64","---","Greek"
"2111","PH278886","Nicomedia","TAM IV,1, 65","---","Greek"
"2112","PH278887","Nicomedia","TAM IV,1, 66","---","Greek"
"2113","PH278889","Nicomedia","TAM IV,1, 68","---","Greek"
"2114","PH278890","Nicomedia","TAM IV,1, 69","---","Greek"
"2115","PH278827","Nicomedia","TAM IV,1, 7","---","Greek"
"2116","PH278891","Nicomedia","TAM IV,1, 70","---","Greek"
"2117","PH278892","Nicomedia","TAM IV,1, 71","---","Greek"
"2118","PH278893","Nicomedia","TAM IV,1, 72","---","Greek"
"2119","PH278895","Nicomedia","TAM IV,1, 74","---","Greek"
"2120","PH278896","Nicomedia","TAM IV,1, 75","---","Greek"
"2121","PH278897","Nicomedia","TAM IV,1, 76","---","Greek"
"2122","PH278898","Nicomedia","TAM IV,1, 77","---","Greek"
"2123","PH278828","Nicomedia","TAM IV,1, 8","---","Greek"
"2124","PH278901","Nicomedia","TAM IV,1, 80","---","Greek"
"2125","PH278902","Nicomedia","TAM IV,1, 81","---","Greek"
"2126","PH278904","Nicomedia","TAM IV,1, 83","---","Greek"
"2127","PH278905","Nicomedia","TAM IV,1, 84","---","Greek"
"2128","PH278906","Nicomedia","TAM IV,1, 85","---","Greek"
"2129","PH278907","Nicomedia","TAM IV,1, 86","---","Greek"
"2130","PH278909","Nicomedia","TAM IV,1, 88","---","Greek"
"2131","PH278829","Nicomedia","TAM IV,1, 9","---","Greek"
"2132","PH278911","Nicomedia","TAM IV,1, 90","---","Greek"
"2133","PH278912","Nicomedia","TAM IV,1, 91","---","Greek"
"2134","PH278913","Nicomedia","TAM IV,1, 92","---","Greek"
"2135","PH278914","Nicomedia","TAM IV,1, 93","---","Greek"
"2136","PH278915","Nicomedia","TAM IV,1, 94","---","Greek"
"2137","PH278916","Nicomedia","TAM IV,1, 95","---","Greek"
"2138","PH278917","Nicomedia","TAM IV,1, 96","---","Greek"
"2139","PH278918","Nicomedia","TAM IV,1, 97","---","Greek"
"2140","PH278920","Nicomedia","TAM IV,1, 99","---","Greek"
"2141","PH279780","Nicomedia (Dakibyza)","SEG 28: 1015","---","Greek"
"2142","","Prusias ad Hypium","SEG 58: 1453","Roman Imperial period","Greek"
"2143","","Prusias ad Hypium","SEG 58: 1454","Roman Imperial period","Greek"
"2144","PH279982","Prusias ad Hypium","IK Prusias ad Hypium 43","Roman Imp. period","Greek"
"2145","PH279983","Prusias ad Hypium","IK Prusias ad Hypium 44","Roman Imp. period","Greek"
"2146","","Prusias ad Hypium","BE 1963, 178, 264","Roman","Greek"
"2147","PH279960","Prusias ad Hypium","IK Prusias ad Hypium 21","early 3rd c. AD","Greek"
"2148","PH279994","Prusias ad Hypium","IK Prusias ad Hypium 55","early 3rd c. AD","Greek"
"2149","","Prusias ad Hypium","SEG 53: 1416","ca. 2nd century AD","Greek"
"2150","PH280074","Prusias ad Hypium","IK Prusias ad Hypium 136","Byzantine period","Greek"
"2151","PH279949","Prusias ad Hypium","IK Prusias ad Hypium 10","before 212 AD","Greek"
"2152","PH279955","Prusias ad Hypium","IK Prusias ad Hypium 16","before 212 AD","Greek"
"2153","PH279941","Prusias ad Hypium","IK Prusias ad Hypium 2","before 212 AD","Greek"
"2154","PH279942","Prusias ad Hypium","IK Prusias ad Hypium 3","before 211 AD","Greek"
"2155","PH279968","Prusias ad Hypium","IK Prusias ad Hypium 29","after 212 AD","Greek"
"2156","PH279945","Prusias ad Hypium","IK Prusias ad Hypium 6","after 212 AD","Greek"
"2157","PH279946","Prusias ad Hypium","IK Prusias ad Hypium 7","after 212 AD","Greek"
"2158","PH279947","Prusias ad Hypium","IK Prusias ad Hypium 8","after 212 AD","Greek"
"2159","PH280022","Prusias ad Hypium","IK Prusias ad Hypium 85","after 212 AD","Greek"
"2160","PH279959","Prusias ad Hypium","IK Prusias ad Hypium 20","after 202 AD","Greek"
"2161","PH280057","Prusias ad Hypium","IK Prusias ad Hypium 119","AD","Greek"
"2162","PH280058","Prusias ad Hypium","IK Prusias ad Hypium 120","AD","Greek"
"2163","PH280059","Prusias ad Hypium","IK Prusias ad Hypium 121","AD","Greek"
